gene_a	gene_b	score
1102016900	1102326900	3.2235534
1102016900	1202269500	3.0729313
1102016900	1202345400	3.8831263
1102016900	1302132700	3.0003626
1102016900	2102087000	3.1427157
1102016900	2302229900	3.079244
1102016900	3202313700	3.0125089
1102016900	3302424900	3.5692475
1102016900	4102071300	3.086724
1102016900	4102202100	3.8130193
1102016900	4202290200	3.1446724
1102016900	5202145700	3.288314
1102016900	5202166900	3.1526737
1102016900	6102149500	3.6256394
1102016900	6102275200	3.4022439
1102016900	6202302700	3.431018
1102016900	6302244300	3.0155408
1102033200	1202345400	3.707663
1102033200	3202313700	3.01201
1102033200	4102122900	3.4164627
1102033200	4202076400	3.3872883
1102033200	4202202300	3.1446602
1102033200	5302135900	3.0725462
1102054400	1102089900	3.3794613
1102054400	1202345400	3.4949899
1102054400	2102087000	3.0101063
1102054400	2102313400	3.0079687
1102054400	2202172800	3.0067947
1102054400	2202521100	3.9015906
1102054400	2302084300	3.221581
1102054400	2302087900	3.0299296
1102054400	3102334500	3.179934
1102054400	3202237000	3.065541
1102054400	3202304100	3.0637057
1102054400	3202313700	3.5474744
1102054400	3302226500	3.0126896
1102054400	3302320600	3.1617622
1102054400	4102027800	3.1893816
1102054400	4102102100	3.1453779
1102054400	4102106300	3.0102844
1102054400	4202068400	3.0823352
1102054400	4202278000	3.0882118
1102054400	4302322000	3.1077514
1102054400	4302363600	3.3391628
1102054400	5202022300	3.2164922
1102054400	5202251900	3.108386
1102054400	5202413000	3.467402
1102054400	6102000300	3.0278933
1102054400	7102257600	3.3772547
1102054400	7102362000	3.4817674
1102054400	7202137600	3.2746656
1102054400	7302324400	3.2727447
1102054400	7302377000	3.0217135
1102065300	1102089900	3.196115
1102065300	1102211500	3.2843213
1102065300	1202117900	3.27093
1102065300	1202345400	3.946049
1102065300	1302098400	3.210191
1102065300	1302141800	3.3126845
1102065300	1302196700	3.2503583
1102065300	2102031200	3.323808
1102065300	2102300100	3.5336912
1102065300	2102343100	3.3212483
1102065300	2102527600	3.3599377
1102065300	2202278800	3.4512022
1102065300	2202366700	3.219535
1102065300	2302084300	3.203632
1102065300	2302185400	3.1361241
1102065300	2302555000	3.3657146
1102065300	3102204900	3.2309048
1102065300	3102251300	3.0236962
1102065300	3102334500	3.3614457
1102065300	3102342800	3.1027117
1102065300	3202237000	3.1544468
1102065300	3202304100	3.347848
1102065300	3302180500	3.0210423
1102065300	3302320600	3.0898378
1102065300	3302348800	3.361412
1102065300	4102027800	3.238478
1102065300	4102407100	3.1095717
1102065300	4202047700	3.2188218
1102065300	4202068400	3.1576626
1102065300	4202248700	3.0182838
1102065300	4302229200	3.5997345
1102065300	4302322000	3.105653
1102065300	4302363600	3.5507011
1102065300	5102428800	3.323701
1102065300	5202251900	3.152358
1102065300	5202464300	3.2296422
1102065300	5302328100	3.163951
