gene_a	gene_b	score
10025100	30465100	3.0797894
10025100	40433400	3.0773833
10029300	10031900	3.0729737
10029300	10053700	3.0929096
10029300	10065300	3.5803673
10029300	10066500	3.5151641
10029300	10113100	3.0997584
10029300	10145500	3.045165
10029300	10242800	3.3214
10029300	10306200	3.4846492
10029300	10364100	3.1697345
10029300	10454100	3.1431808
10029300	10461800	3.3381486
10029300	10580100	3.9935179
10029300	10610000	3.1589718
10029300	10726400	3.442848
10029300	10775200	3.3923802
10029300	10792400	3.7241044
10029300	10854200	4.433323
10029300	10874500	3.3768623
10029300	10954500	3.2455537
10029300	11017300	3.1082947
10029300	20051200	4.3980255
10029300	20059700	3.2005937
10029300	20062000	3.0804982
10029300	20138400	3.0356004
10029300	20151600	3.0928607
10029300	20156800	3.0983703
10029300	20157900	3.2428
10029300	20169900	3.3100948
10029300	20172100	3.253067
10029300	20175000	3.317963
10029300	20226400	3.2108448
10029300	20228000	3.099239
10029300	20247700	3.2731986
10029300	20333200	3.2679346
10029300	20431401	3.406572
10029300	20515300	3.5789883
10029300	20590000	4.3550396
10029300	20627400	3.0980377
10029300	20649200	3.322457
10029300	20659600	3.467838
10029300	20664400	3.1271472
10029300	20695000	3.3172817
10029300	20714700	3.3412848
10029300	20736000	3.1051438
10029300	20763101	3.361744
10029300	20778800	3.4832263
10029300	30031400	3.4112294
10029300	30148400	3.1026952
10029300	30148500	3.046306
10029300	30234000	3.2977831
10029300	30294700	3.1156967
10029300	30356800	3.4911187
10029300	30379200	3.0857189
10029300	30379800	3.2660105
10029300	30464900	3.1109571
10029300	30465100	4.0681157
10029300	30470200	3.047198
10029300	30477500	3.002535
10029300	30554800	3.3760312
10029300	30595500	3.2161574
10029300	30625600	3.3772862
10029300	30631800	3.4920092
10029300	30658000	3.2456663
10029300	30785200	3.2964518
10029300	30787800	3.1398633
10029300	40035900	3.022148
10029300	40149800	3.3424692
10029300	40170401	3.012996
10029300	40188900	3.0691855
10029300	40331600	3.5815544
10029300	40433300	3.2660985
10029300	40433400	4.9501686
10029300	40433600	3.386767
10029300	40493400	3.7023008
10029300	40503300	3.0253055
10029300	40522900	3.2447646
10029300	40566600	3.1550927
10029300	40574700	3.3425446
10029300	40623400	3.7514553
10029300	50148000	3.4352977
10029300	50201100	3.2396939
10029300	50227000	3.191977
10029300	50270000	3.1449103
10029300	50270200	3.370267
10029300	50314500	3.0555596
10029300	50336101	3.4913845
10029300	50345900	3.0918367
10031900	10053700	3.6445072
10031900	10064200	3.189961
10031900	10065300	3.3853197
10031900	10066500	3.1618884
10031900	10093900	3.0923808
10031900	10113100	3.0755773
10031900	10145500	3.2889466
10031900	10219700	3.3273814
10031900	10225500	3.4518669
10031900	10306200	3.6120367
10031900	10402800	3.077667
10031900	10564100	3.1843357
10031900	10610000	3.0578907
10031900	10775200	3.493752
10031900	10792400	3.2454708
10031900	10853700	3.1730368
10031900	10854200	3.4101026
10031900	10874500	3.7923226
10031900	10951700	3.066405
10031900	10977300	3.052542
10031900	11017300	3.0042033
10031900	20000800	3.407884
10031900	20023600	3.1337721
10031900	20028300	3.025597
10031900	20043600	3.024545
10031900	20157900	3.3109014
10031900	20173800	3.1408155
10031900	20176700	3.0888922
10031900	20181400	3.121303
10031900	20226400	3.3608544
10031900	20232000	3.0356195
10031900	20247700	3.9237547
10031900	20297500	3.6226761
10031900	20309100	3.1382759
10031900	20429200	3.3347633
10031900	20431401	3.3849187
10031900	20466600	3.299071
10031900	20590000	3.443889
10031900	20600500	3.2626216
10031900	20649200	3.6432395
10031900	20695000	3.326497
10031900	20714700	3.0498128
10031900	20723600	3.108204
10031900	20763101	3.412201
10031900	20778800	3.8640141
10031900	30013800	3.3324828
10031900	30013900	3.3944285
10031900	30031400	3.3621635
10031900	30080600	3.0268722
10031900	30082900	3.090416
10031900	30144600	3.0273714
10031900	30361100	3.0252423
10031900	30370200	3.563118
10031900	30379800	3.9181035
10031900	30418100	4.0897
10031900	30428900	3.4657338
10031900	30457500	3.0778325
10031900	30461800	3.2573087
10031900	30465100	3.0913
10031900	30470200	3.604463
10031900	30513900	3.009872
10031900	30554800	3.282022
10031900	30622800	4.2871256
10031900	30625500	3.319578
10031900	30785200	3.8885694
10031900	40035900	3.9396865
10031900	40107500	3.3336883
10031900	40149800	3.7011993
10031900	40306000	3.5991073
10031900	40396500	3.4717083
10031900	40433300	3.7708914
10031900	40458800	3.2130523
10031900	40522900	3.3259344
10031900	40598400	3.5601652
10031900	40600801	4.231047
10031900	50041200	3.4416625
10031900	50074200	3.3659205
10031900	50148000	3.5650532
10031900	50183100	4.1764154
10031900	50270000	3.5598733
10031900	50325200	3.6483564
10035900	10064200	3.2010221
10035900	10145500	3.0938475
10035900	10165501	3.4153461
10035900	10242800	3.0926752
10035900	10313000	3.0071614
10035900	10424000	3.1412141
10035900	10446900	3.2613835
10035900	10590500	3.0535219
10035900	10610000	3.0503619
10035900	10710900	3.256337
10035900	10726400	3.8406777
10035900	10775100	3.5119278
10035900	10853700	3.403923
10035900	10886200	3.1796098
10035900	10960000	3.0364928
10035900	10977300	3.2854562
10035900	11016700	3.2460349
10035900	20023600	3.5594585
10035900	20067400	3.2757187
10035900	20077100	3.6884398
10035900	20156800	3.1176538
10035900	20172100	3.0457153
10035900	20173800	3.5725167
10035900	20174700	3.070588
10035900	20226400	3.858184
10035900	20228000	3.31535
10035900	20232000	3.410431
10035900	20358600	3.6843708
10035900	20371400	3.4629343
10035900	20515300	3.1756463
10035900	20563400	3.3438444
10035900	20688100	3.095897
10035900	30013900	3.1969228
10035900	30031400	3.1356606
10035900	30048300	3.0624614
10035900	30059300	3.1445746
10035900	30078400	4.14716
10035900	30084500	3.0128345
10035900	30084700	3.1383386
10035900	30098800	3.7491984
10035900	30144600	3.1877065
10035900	30148400	3.5871892
10035900	30214900	3.4812288
10035900	30302300	3.142103
10035900	30317300	3.280824
10035900	30494600	3.3966913
10035900	30595500	3.1637008
10035900	30595600	3.4118586
10035900	30622800	3.40156
10035900	30625800	3.6115115
10035900	30629900	3.5122488
10035900	30637500	3.492584
10035900	30665900	3.6799102
10035900	30786700	3.2812936
10035900	30803301	3.418089
10035900	40116100	3.0326483
10035900	40132100	3.3744836
10035900	40188900	3.2224743
10035900	40225866	3.2324116
10035900	40522900	3.1467729
10035900	40540500	3.0943885
10035900	40574100	3.0016265
10035900	40585800	3.077996
10035900	40603300	3.81555
10035900	40626000	3.5041232
10035900	50007500	3.4156213
10035900	50058600	3.200508
10035900	50148300	3.1580489
10035900	50163500	3.062649
10035900	50336101	3.0787754
10048600	10064200	3.1423538
10048600	10065300	3.224625
10048600	10107700	3.055037
10048600	10111200	3.017646
10048600	10208300	3.7721226
10048600	10225500	3.1555154
10048600	10267200	3.1149938
10048600	10306200	3.655379
10048600	10414700	3.7447982
10048600	10461800	3.1602523
10048600	10580100	3.0692184
10048600	10590500	3.1697485
10048600	10607300	3.229989
10048600	10874500	3.5477672
10048600	10954500	3.695031
10048600	10960000	3.06974
10048600	10975200	3.1443875
10048600	11019900	3.2053838
10048600	20175000	3.6400225
10048600	20181400	3.268449
10048600	20226400	3.1171958
10048600	20247700	3.5667686
10048600	20253900	3.1235251
10048600	20336000	3.6089022
10048600	20418600	3.1540015
10048600	20538300	3.3761656
10048600	20593900	3.1251342
10048600	20627400	3.1272326
10048600	20700900	3.1648211
10048600	20714700	3.3607655
10048600	20778600	3.009034
10048600	20783800	3.0436525
10048600	20784500	3.2664104
10048600	30084500	3.4629812
10048600	30396300	3.105828
10048600	30457500	3.1654088
10048600	30464900	3.0261257
10048600	30477700	3.5542061
10048600	30490900	3.0278192
10048600	30505400	3.2259216
10048600	30513900	3.4521472
10048600	30591200	3.0375538
10048600	30620500	3.2187343
10048600	30643200	3.2477214
10048600	30656600	3.2416317
10048600	30705200	3.4214659
10048600	40003700	3.2985156
10048600	40003800	3.715576
10048600	40097100	3.1579542
10048600	40107500	3.093247
10048600	40170401	3.2511497
10048600	40189100	3.0272157
10048600	40396500	3.5215392
10048600	40406400	3.7558558
10048600	40433400	3.4061546
10048600	40433600	3.0442293
10048600	40492300	3.0424964
10048600	40566600	3.004398
10048600	40570000	3.0066912
10048600	40598400	3.0159123
10048600	40603700	3.3934917
10048600	50008100	3.2586122
10048600	50040700	3.3058934
10048600	50148300	3.2183955
10048600	50201100	3.2938437
10048600	50251000	3.1110399
10048600	50251500	3.1264184
10053700	10065300	3.017668
10053700	10066500	3.023099
10053700	10094000	3.0679097
10053700	10113100	3.708391
10053700	10397400	3.3086205
10053700	10402800	3.2284582
10053700	10484200	3.4067235
10053700	10775100	3.0935004
10053700	10775200	3.207978
10053700	10854200	3.142452
10053700	10874500	3.1605372
10053700	10906000	3.352711
10053700	20059700	3.0334675
10053700	20077000	3.107201
10053700	20156800	3.3115766
10053700	20226400	3.3086247
10053700	20247700	3.189043
10053700	20249500	3.1502059
10053700	20371400	3.1240723
10053700	20429200	3.2528288
10053700	20431401	3.501594
10053700	20518400	3.1172264
10053700	20526600	3.0707002
10053700	20590000	3.702925
10053700	20600500	3.102199
10053700	20649200	3.35964
10053700	20714700	3.36732
10053700	20714800	3.020138
10053700	20723600	3.1421766
10053700	20778800	3.4960306
10053700	30013800	3.4183471
10053700	30013900	3.000925
10053700	30148400	3.0437303
10053700	30294700	3.059848
10053700	30356700	3.1960099
10053700	30379800	3.7628634
10053700	30418100	3.7279282
10053700	30428900	3.4713545
10053700	30465100	3.1220114
10053700	30470200	3.0120554
10053700	30477500	3.2038782
10053700	30531600	3.02354
10053700	30554800	3.54392
10053700	30622800	3.1182504
10053700	40035900	3.092379
10053700	40149800	3.736107
10053700	40306000	3.206877
10053700	40331600	3.0164497
10053700	40433300	3.0232542
10053700	40433400	3.0516713
10053700	40493400	3.0383403
10053700	40566600	3.0711777
10053700	40595500	3.6073644
10053700	50074200	3.0468647
10053700	50148000	3.5923154
10053700	50183100	3.4232147
10053700	50270000	3.0462904
10053700	50314500	3.0047402
10053700	50325200	3.2422407
10053700	50345900	3.0042465
10058600	10149900	3.054804
10058600	10174200	3.1148608
10058600	10219700	3.364282
10058600	10775100	3.435537
10058600	10775200	3.1735432
10058600	10853700	3.079095
10058600	10951700	3.3877125
10058600	10977300	3.2736065
10058600	20012600	3.1435962
10058600	20157900	3.3762622
10058600	20173800	3.1234527
10058600	20358600	3.5954797
10058600	20469300	3.0156734
10058600	20666300	3.0193582
10058600	30065200	3.2366905
10058600	30107600	3.015878
10058600	30295900	3.0710697
10058600	30519400	3.2753673
10058600	30622800	3.122207
10058600	30625600	3.259842
10058600	40107500	3.0068748
10058600	40225800	3.0687675
10058600	40433300	3.0126903
10058600	40458800	3.1755364
10058600	40585800	3.6212416
10058600	40603300	3.1125174
10058600	50003600	3.7968993
10058600	50074200	3.4696968
10058600	50124200	3.1976488
10058600	50245800	3.2675889
10058600	50279500	3.4086065
10059200	10131500	3.5771112
10059200	10397400	3.7234204
10059200	10414400	3.155221
10059200	10564100	3.078074
10059200	10756200	3.346577
10059200	20012600	3.2854683
10059200	20529400	3.6312711
10059200	30013800	3.3706899
10059200	30295100	3.4500594
10059200	30531600	3.3437846
10059200	30625500	3.2329264
10059200	40026300	3.0522606
10059200	40035900	3.299442
10059200	40148700	3.0594938
10059200	40306000	3.1541786
10059200	40337332	3.2372665
10059200	40433300	3.1520157
10059200	50026500	3.875209
10059200	50041200	3.599976
10059200	50041300	3.2149181
10059200	50183100	3.0966709
10059200	50279500	3.0722427
10064200	10065300	3.7145512
10064200	10066500	3.1162496
10064200	10093900	3.0558662
10064200	10094000	3.5497603
10064200	10107700	4.300199
10064200	10111200	3.2145371
10064200	10137800	3.065447
10064200	10145500	4.5185504
10064200	10149900	3.0155182
10064200	10165200	3.125764
10064200	10165501	3.4142313
10064200	10174200	4.0073824
10064200	10208300	3.2794354
10064200	10209000	3.366095
10064200	10218100	3.6412792
10064200	10219700	3.458949
10064200	10225500	5.1750712
10064200	10230200	3.1403308
10064200	10267200	3.4001944
10064200	10290400	3.2544138
10064200	10306200	4.031708
10064200	10313000	3.436635
10064200	10364100	3.2263231
10064200	10414700	3.372956
10064200	10423600	3.764687
10064200	10423900	3.8964448
10064200	10424000	3.2371962
10064200	10441500	3.711263
10064200	10446900	3.7073505
10064200	10504900	3.2501829
10064200	10510300	3.2978363
10064200	10564100	3.3293176
10064200	10579400	3.926077
10064200	10580100	3.3560822
10064200	10590500	4.0598173
10064200	10598800	3.3674138
10064200	10601900	3.809482
10064200	10610000	3.6006646
10064200	10638900	3.96499
10064200	10656100	4.342669
10064200	10692200	3.5057535
10064200	10707500	3.0244234
10064200	10726400	3.137415
10064200	10775100	3.482787
10064200	10775200	3.0727975
10064200	10792400	3.310279
10064200	10812000	4.4251475
10064200	10815400	3.5733128
10064200	10853700	4.903259
10064200	10874500	3.8643987
10064200	10951700	3.5201662
10064200	10954500	3.0440106
10064200	10960000	3.8361385
10064200	10977300	3.3592083
10064200	11003700	3.3911238
10064200	11016700	3.6966577
10064200	11019900	3.8214886
10064200	20000800	3.0120366
10064200	20011300	3.3341231
10064200	20012600	3.2341032
10064200	20023600	3.6222944
10064200	20023900	3.0145612
10064200	20028300	4.2954936
10064200	20028600	3.0603244
10064200	20062000	3.505116
10064200	20067400	3.464992
10064200	20121400	3.3977022
10064200	20156800	3.3385744
10064200	20157900	4.7264495
10064200	20172100	3.2198577
10064200	20173800	4.1009383
10064200	20174700	3.8916132
10064200	20175000	4.2032213
10064200	20176700	3.263271
10064200	20181400	3.1089675
10064200	20226400	4.3866854
10064200	20228000	3.8787482
10064200	20232000	3.1474578
10064200	20247700	4.106672
10064200	20249500	3.0097656
10064200	20252300	3.0346706
10064200	20253900	3.218981
10064200	20265000	3.2369182
10064200	20292600	3.4381473
10064200	20297500	3.1619456
10064200	20333200	3.8201878
10064200	20336000	3.4153824
10064200	20358600	3.3639252
10064200	20370100	3.5797977
10064200	20370400	3.0428805
10064200	20390100	3.2079837
10064200	20418600	3.1708307
10064200	20423400	3.0423899
10064200	20431401	3.373519
10064200	20466600	3.3237407
10064200	20469300	3.1073925
10064200	20535000	4.44731
10064200	20538300	3.3401918
10064200	20549300	3.628658
10064200	20563400	3.996722
10064200	20590000	3.132848
10064200	20593900	3.1450605
10064200	20627400	3.225967
10064200	20632400	3.0608318
10064200	20649200	3.4378252
10064200	20659600	3.409992
10064200	20664400	3.5797994
10064200	20666300	3.6606176
10064200	20688100	3.3690355
10064200	20700900	3.5694973
10064200	20714700	3.4910336
10064200	20734500	3.766965
10064200	20736000	3.8936567
10064200	20763101	3.5623264
10064200	20766400	3.038804
10064200	20778600	3.0507946
10064200	20778800	3.2291977
10064200	20783800	3.562628
10064200	20784500	3.2549329
10064200	30013900	4.059052
10064200	30021000	3.5982728
10064200	30031400	4.1262794
10064200	30048300	3.0499592
10064200	30065200	3.1244075
10064200	30074600	3.158065
10064200	30078400	3.2338886
10064200	30080600	3.4694817
10064200	30084500	5.0931797
10064200	30098800	3.1212254
10064200	30124000	3.0204
10064200	30144600	3.9443047
10064200	30144701	3.3983743
10064200	30145100	3.6660256
10064200	30148400	3.1300118
10064200	30156300	3.0189805
10064200	30173400	3.2291439
10064200	30202500	3.03465
10064200	30215000	3.6257718
10064200	30295900	3.0963917
10064200	30302300	3.813854
10064200	30317300	3.2072237
10064200	30361100	3.4246142
10064200	30369800	3.7512236
10064200	30396300	3.4061775
10064200	30401900	3.9563687
10064200	30418100	4.1284385
10064200	30457500	4.8071113
10064200	30461800	4.04128
10064200	30462700	3.1057234
10064200	30464900	3.9060209
10064200	30465100	3.2318878
10064200	30477700	4.5632577
10064200	30490900	3.7739215
10064200	30501800	3.5847251
10064200	30505400	4.302831
10064200	30513900	3.574895
10064200	30519400	3.2621453
10064200	30520000	3.5043395
10064200	30591200	4.1272736
10064200	30595500	3.7951527
10064200	30620500	3.9177086
10064200	30622800	4.103026
10064200	30625600	3.5427074
10064200	30625800	3.3518739
10064200	30629900	4.6730914
10064200	30631800	3.673062
10064200	30658000	3.1569753
10064200	30665900	3.4831533
10064200	30705200	4.147966
10064200	30744000	3.1100888
10064200	30785200	3.0366285
10064200	30786700	3.728
10064200	30787700	3.7109976
10064200	30787800	3.223453
10064200	30803301	3.482533
10064200	40003700	3.06479
10064200	40003800	4.287725
10064200	40035900	3.2878215
10064200	40097100	3.5013704
10064200	40107500	3.9845188
10064200	40132100	4.2533216
10064200	40149800	3.7242959
10064200	40170401	3.4272254
10064200	40188900	3.893837
10064200	40221600	3.2813215
10064200	40225800	3.6349993
10064200	40225866	3.8045585
10064200	40262000	3.0379395
10064200	40306000	3.818855
10064200	40331600	3.0887709
10064200	40396500	4.7818437
10064200	40396700	3.2640417
10064200	40406400	4.1933656
10064200	40418700	3.1123412
10064200	40433300	3.6048746
10064200	40433400	3.23299
10064200	40433600	3.362701
10064200	40440900	3.5013647
10064200	40445100	3.398702
10064200	40458800	3.7191162
10064200	40492300	3.5870075
10064200	40522900	3.5341043
10064200	40566600	3.0662818
10064200	40570000	3.558625
10064200	40574100	3.7035947
10064200	40585800	3.2861845
10064200	40591100	3.8496833
10064200	40598400	3.2844415
10064200	40600801	3.5803764
10064200	40603300	4.8202076
10064200	40603700	3.5404904
10064200	40605600	3.615049
10064200	40615100	3.0573754
10064200	40623400	3.1779118
10064200	40626000	3.7271357
10064200	50007500	3.3592994
10064200	50040700	3.098644
10064200	50041200	3.4084697
10064200	50041300	3.199803
10064200	50045900	3.1194956
10064200	50058600	3.7538173
10064200	50074200	3.0641973
10064200	50148300	4.558607
10064200	50150900	3.8976808
10064200	50163500	3.113201
10064200	50201100	3.117043
10064200	50205700	3.339992
10064200	50226700	3.1237001
10064200	50235801	3.544218
10064200	50245800	3.277441
10064200	50251000	3.8794827
10064200	50251500	3.8776336
10064200	50270200	3.662614
