geneid	Bd21_D2_mock_R1	Bd21_D2_mock_R2	Bd21_D2_mock_R3	Bd21_D2_treated_R1	Bd21_D2_treated_R2	Bd21_D2_treated_R3	Bd21_D4_mock_R1	Bd21_D4_mock_R2	Bd21_D4_mock_R3	Bd21_D4_treated_R1	Bd21_D4_treated_R2	Bd21_D4_treated_R3	Bd21_D6_mock_R1	Bd21_D6_mock_R2	Bd21_D6_mock_R3	Bd21_D6_treated_R1	Bd21_D6_treated_R2	Bd21_D6_treated_R3
BdiBd21-3.F0000500	0.0385704789130105	0.178071275185939	0.131590382841065	0.173063778104189	0.103557901336544	0.110799014176444	0.0865756115879159	0.114425925943681	0.159700489015194	0.129648694034324	0	0.0793819898583726	0.154996821551092	0.218567476529738	0.105131317600707	0	0.0263426080080453	0.0262070467717453
BdiBd21-3.1G0459300	9.33382673702926	8.01072774251338	5.79725756058181	8.18517338051329	7.7880002524188	8.14006167038927	6.2315151309897	6.46109198845974	7.48157948176807	9.25137069777416	6.94609360811408	8.20938885093085	8.00658154236484	5.31632719221045	6.69732949213028	9.26816912980537	7.48625030653592	7.35015698860936
BdiBd21-3.3G0047400	11.8973792385737	9.68147273635425	8.63878630513878	10.6680527228899	9.62128543317868	12.5888868760537	10.5026679513054	9.52219732330134	9.30287161359924	18.4132137248429	11.229560061457	11.3328596172177	13.7582836022244	6.91973600727536	13.7128190017711	14.1279399588686	12.4124759690924	13.3372637924052
BdiBd21-3.1G0022800	45.8035382708198	81.5349794857284	94.3882027098339	65.1929178260545	59.1286288593489	54.1032188183309	72.9443010581879	85.2037983217015	93.7602014056609	45.6400194995254	41.9909479691208	55.178989147916	53.260946294801	64.6776811960221	42.0757626291455	47.6943565210599	58.097700838299	43.8780303604927
BdiBd21-3.2G0761900	8.42178699897593	7.28193174474444	6.56601738970517	8.45507608153922	9.30885555697222	9.02863205298954	9.35436459934022	9.40144884893671	7.5791937401808	7.75809460106671	9.07311445688661	7.12773275170622	8.38812418300692	8.56075905760137	8.07245180889234	8.45158343917812	8.44000836914076	8.69153705378049
BdiBd21-3.2G0100400	0.117130886440055	0.050696916316851	0.112391399792525	0.0875933888269271	0.0943454356020164	0.151413573303002	0.0821602947316035	0.0868722045669655	0.0454667509900709	0.0738220017258138	0.110243698701043	0.0904002533303093	0.0735460270365385	0.0165936507624349	0.0798157345346574	0.120835288380601	0.0499982939362151	0.0696373980211505
BdiBd21-3.2G0402400	0.472307784879534	0.467258446118647	0.511544794061695	0.254157018319346	0.434776953318679	0.430720373825374	0.25241569203805	0.444819639995094	0.388012558369765	0.655195668374459	0.626071641536717	0.606893179647714	0.497091411584962	0.27189112725365	0.5176711569935	0.561610927383127	0.358415128382117	0.448260301697289
BdiBd21-3.2G0158400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BdiBd21-3.1G0155500	0.0742906547608561	0.0190546299203192	0	0.00823057756181978	0.115245301779393	0.09484895117256	0.0370563132590695	0.146930626730449	0	0.332955380734664	0.316416666521416	0.45303041343354	0.0663421334046808	0.0374207226722533	0.0749976228273484	0.911821676628943	1.08242208151091	0.448688270036745
BdiBd21-3.4G0115100	10.8046281083185	8.32723308954694	7.76671073619469	10.3193127605459	10.4001113960332	10.4230608985537	7.99888788399767	7.79265272049549	7.99382197124547	10.44807139582	13.3892878882262	11.5690218508687	10.5556183458174	4.88225286277263	11.4236509503546	12.451213196066	13.897430961673	12.7074662318071
