gene_a	gene_b	score
1102276800	1202192200	3.4035103
1102276800	1202308900	3.5778048
1102276800	1302306600	3.3436253
1102276800	2102168200	4.2696466
1102276800	2202594900	3.9848797
1102276800	2302183400	3.7570539
1102276800	2302563100	3.6710753
1102276800	3102507400	3.2505612
1102276800	3302444600	3.2778134
1102276800	4102486100	4.2291737
1102276800	4302127100	3.2905989
1102276800	5302387700	3.0854406
1102276800	5302404600	3.0636222
1102276800	6102173800	3.4571254
1102276800	6302296200	4.359221
1202192200	2202594900	3.0788765
1202192200	2302183400	3.2487051
1202192200	2302563100	3.3879948
1202192200	5302404600	3.5767007
1202308900	2202594900	3.6711934
1202308900	2302183400	3.2151067
1202308900	2302563100	3.155211
1302306600	2202594900	3.6320357
1302306600	2302563100	3.7694979
1302306600	6302296200	3.2629232
2102143100	2302563100	3.242576
2102143100	4302127100	3.1623468
2102143100	6102173800	3.1656387
2102168200	2202594900	3.300191
2102168200	2302183400	3.2199275
2102168200	2302563100	3.5639918
2102168200	4102486100	3.0697234
2102168200	4302127100	3.0457537
2102168200	5302387700	3.2032332
2102168200	6102173800	3.5874612
2102168200	7102255600	3.0009563
2202594900	2302563100	3.7489562
2202594900	4302127100	3.205334
2202594900	6102173800	3.4482734
2202594900	6302296200	3.7096157
2302183400	2302563100	3.2260637
2302183400	7102255600	3.086216
2302563100	3102452100	3.4763882
2302563100	3102507400	3.6067178
2302563100	3202489000	3.3670986
2302563100	3302444600	3.6424115
2302563100	4102486100	3.0902996
2302563100	4302127100	4.226315
2302563100	5102105500	3.2304444
2302563100	5302387700	4.0839033
2302563100	5302404600	3.2123551
2302563100	6102173800	3.5890305
2302563100	6302296200	3.370631
3102452100	3302444600	3.8103774
3102507400	4302127100	3.6095557
3102507400	6102173800	3.4228246
3202489000	3302444600	3.4064827
4102486100	5302387700	3.430655
4102486100	6102173800	3.2366009
4302127100	6102173800	3.0183852
5102105500	6102173800	3.2529852
5302387700	6102173800	3.7003298
