gene_a	gene_b	score	geneA_goterm	geneB_goterm	geneA_interesting_gene	geneB_interesting_gene
TRAESCS2A01G231900	TRAESCS5D01G106600	2.864039897918701		GO:0005794,GO:0005488,GO:0005737,GO:0005622,GO:0006810,GO:0005215,GO:0006810,GO:0016020,GO:0006810,GO:0016043	Y	N
TRAESCS2A01G231900	TRAESCS5D01G150700	2.8756048679351807		GO:0003700,GO:0006139,GO:0009058,GO:0003677	Y	N
TRAESCS2A01G231900	TRAESCS5D01G179100	2.5211195945739746		GO:0016787,GO:0000166	Y	N
TRAESCS2A01G231900	TRAESCS5D01G188100	2.5106356143951416		GO:0016787	Y	N
TRAESCS2A01G231900	TRAESCS5D01G198100	2.5894672870635986			Y	N
TRAESCS2A01G231900	TRAESCS5D01G261100	2.7066311836242676			Y	N
TRAESCS2A01G231900	TRAESCS5D01G292700	2.5768468379974365		GO:0000166,GO:0008152,GO:0016301	Y	N
TRAESCS2A01G231900	TRAESCS5D01G370200	2.517206907272339		GO:0008150,GO:0005515,GO:0005488,GO:0007165,GO:0005622	Y	N
TRAESCS2A01G231900	TRAESCS5D01G459900	2.6919236183166504		GO:0006810,GO:0016020,GO:0006810	Y	N
TRAESCS2A01G231900	TRAESCS5D01G516000	2.503364324569702		GO:0005515	Y	N
TRAESCS2A01G231900	TRAESCS6A01G052100	2.561784267425537		GO:0016301,GO:0006464,GO:0000166,GO:0006464	Y	N
TRAESCS2A01G231900	TRAESCS6A01G170700	2.532714366912842			Y	N
TRAESCS2A01G231900	TRAESCS6A01G368800	2.853001594543457			Y	N
TRAESCS2A01G231900	TRAESCS6B01G272900	2.666064500808716		GO:0006139,GO:0003723,GO:0006139,GO:0003824	Y	N
TRAESCS2A01G231900	TRAESCS6B01G285500	2.555999755859375		GO:0003774,GO:0000166,GO:0009987,GO:0005515	Y	N
TRAESCS2A01G231900	TRAESCS6D01G179100	2.505490779876709		GO:0003677	Y	N
TRAESCS2A01G231900	TRAESCS6D01G261400	2.541195869445801			Y	N
TRAESCS2A01G231900	TRAESCS6D01G302100	2.533108711242676			Y	N
TRAESCS2A01G231900	TRAESCS6D01G362500	2.570263624191284		GO:0016301,GO:0006464,GO:0000166,GO:0006464	Y	N
TRAESCS2A01G231900	TRAESCS7A01G015000	2.5107522010803223			Y	N
TRAESCS2A01G231900	TRAESCS7A01G204100	2.5399487018585205		GO:0003676	Y	N
TRAESCS2A01G231900	TRAESCS7A01G332000	2.507141590118408		GO:0005515,GO:0016301	Y	N
TRAESCS2A01G231900	TRAESCS7A01G357100	2.6694610118865967		GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	Y	N
TRAESCS2A01G231900	TRAESCS7A01G409900	2.6863458156585693		GO:0016020,GO:0016020	Y	N
TRAESCS2A01G231900	TRAESCS7B01G193200	2.8590452671051025			Y	N
TRAESCS2A01G231900	TRAESCS7D01G220200	2.851633310317993		GO:0005515	Y	N
TRAESCS2A01G231900	TRAESCS7D01G298800	2.703371047973633		GO:0016020	Y	N
TRAESCS2A01G231900	TRAESCS7D01G350400	2.6221885681152344		GO:0005515	Y	N
TRAESCS2A01G231900	TRAESCS7D01G365600	2.606295347213745		GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	Y	N
TRAESCS2A01G456100	TRAESCS2D01G307500	2.7756075859069824	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0016020	N	N
TRAESCS2A01G456100	TRAESCS2D01G504700	2.9639508724212646	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS3A01G484600	3.0499157905578613	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2A01G456100	TRAESCS3B01G019900	2.519806146621704	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS3B01G390700	2.725325584411621	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS3B01G577200	2.624572992324829	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0005515,GO:0016020,GO:0006810,GO:0006810	N	N
TRAESCS2A01G456100	TRAESCS3D01G179200	2.7200417518615723	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0006629	N	N
TRAESCS2A01G456100	TRAESCS4B01G306300	2.829681158065796	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2A01G456100	TRAESCS4B01G355700	2.647552967071533	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0005515	N	N
TRAESCS2A01G456100	TRAESCS5A01G002600	3.0836548805236816	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0007165,GO:0005622,GO:0016301,GO:0006464,GO:0005515,GO:0007165,GO:0009987,GO:0008152,GO:0016740	N	N
TRAESCS2A01G456100	TRAESCS5A01G194900	2.740528106689453	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS5D01G106600	3.0953760147094727	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0005794,GO:0005488,GO:0005737,GO:0005622,GO:0006810,GO:0005215,GO:0006810,GO:0016020,GO:0006810,GO:0016043	N	N
TRAESCS2A01G456100	TRAESCS5D01G150700	3.0567359924316406	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2A01G456100	TRAESCS5D01G179100	2.6201648712158203	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0016787,GO:0000166	N	N
TRAESCS2A01G456100	TRAESCS5D01G198100	3.178459405899048	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS5D01G292700	2.5463826656341553	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0000166,GO:0008152,GO:0016301	N	N
TRAESCS2A01G456100	TRAESCS5D01G459900	2.633551597595215	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0006810,GO:0016020,GO:0006810	N	N
TRAESCS2A01G456100	TRAESCS6A01G170700	2.6339833736419678	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS6D01G179100	2.521101713180542	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0003677	N	N
TRAESCS2A01G456100	TRAESCS6D01G362500	2.619699001312256	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0016301,GO:0006464,GO:0000166,GO:0006464	N	N
TRAESCS2A01G456100	TRAESCS7A01G204100	2.634100914001465	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0003676	N	N
TRAESCS2A01G456100	TRAESCS7A01G332000	2.535780668258667	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0005515,GO:0016301	N	N
TRAESCS2A01G456100	TRAESCS7A01G357100	2.6884117126464844	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2A01G456100	TRAESCS7B01G193200	2.7014074325561523	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464		N	N
TRAESCS2A01G456100	TRAESCS7D01G220200	3.4923136234283447	GO:0016301,GO:0006464,GO:0005488,GO:0000166,GO:0006464	GO:0005515	N	N
TRAESCS2D01G068300	TRAESCS2D01G211600	3.0294134616851807		GO:0003677,GO:0005488	N	N
TRAESCS2D01G068300	TRAESCS2D01G307500	2.6668760776519775		GO:0016020	N	N
TRAESCS2D01G068300	TRAESCS2D01G504700	2.855214834213257			N	N
TRAESCS2D01G068300	TRAESCS3A01G200100	2.819917678833008		GO:0003676,GO:0000166	N	N
TRAESCS2D01G068300	TRAESCS3A01G484600	2.9737799167633057		GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2D01G068300	TRAESCS3B01G019900	3.3769378662109375			N	N
TRAESCS2D01G068300	TRAESCS3B01G236700	2.5341296195983887		GO:0005515	N	N
TRAESCS2D01G068300	TRAESCS3B01G318000	2.6184463500976562			N	N
TRAESCS2D01G068300	TRAESCS3B01G390700	3.057926654815674			N	N
TRAESCS2D01G068300	TRAESCS3D01G179200	2.503152847290039		GO:0006629	N	N
TRAESCS2D01G068300	TRAESCS4B01G042900	2.564408779144287		GO:0005515,GO:0005488	N	N
TRAESCS2D01G068300	TRAESCS4B01G046300	2.648894786834717		GO:0005198,GO:0005515,GO:0005622,GO:0006810,GO:0006810,GO:0005737,GO:0016020,GO:0005794	N	N
TRAESCS2D01G068300	TRAESCS4B01G306300	2.7761244773864746		GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2D01G068300	TRAESCS4D01G317600	3.063338041305542			N	N
TRAESCS2D01G068300	TRAESCS5A01G002600	2.753612756729126		GO:0007165,GO:0005622,GO:0016301,GO:0006464,GO:0005515,GO:0007165,GO:0009987,GO:0008152,GO:0016740	N	N
TRAESCS2D01G068300	TRAESCS5A01G194900	2.6432528495788574			N	N
TRAESCS2D01G068300	TRAESCS5A01G434400	2.627148151397705		GO:0003676,GO:0004518,GO:0005488	N	N
TRAESCS2D01G068300	TRAESCS5D01G106600	2.8415446281433105		GO:0005794,GO:0005488,GO:0005737,GO:0005622,GO:0006810,GO:0005215,GO:0006810,GO:0016020,GO:0006810,GO:0016043	N	N
TRAESCS2D01G068300	TRAESCS5D01G150700	2.839892625808716		GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2D01G068300	TRAESCS5D01G179100	2.8327717781066895		GO:0016787,GO:0000166	N	N
TRAESCS2D01G068300	TRAESCS5D01G198100	2.8726773262023926			N	N
TRAESCS2D01G068300	TRAESCS5D01G292700	2.6836612224578857		GO:0000166,GO:0008152,GO:0016301	N	N
TRAESCS2D01G068300	TRAESCS5D01G516000	2.5718400478363037		GO:0005515	N	N
TRAESCS2D01G068300	TRAESCS6B01G272900	2.7926909923553467		GO:0006139,GO:0003723,GO:0006139,GO:0003824	N	N
TRAESCS2D01G068300	TRAESCS6B01G285500	2.583362579345703		GO:0003774,GO:0000166,GO:0009987,GO:0005515	N	N
TRAESCS2D01G068300	TRAESCS6D01G179100	2.66757869720459		GO:0003677	N	N
TRAESCS2D01G068300	TRAESCS6D01G261400	2.539069175720215			N	N
TRAESCS2D01G068300	TRAESCS6D01G302100	2.87333083152771			N	N
TRAESCS2D01G068300	TRAESCS6D01G362500	3.1666617393493652		GO:0016301,GO:0006464,GO:0000166,GO:0006464	N	N
TRAESCS2D01G068300	TRAESCS7A01G015000	2.781837224960327			N	N
TRAESCS2D01G068300	TRAESCS7A01G332000	2.6345880031585693		GO:0005515,GO:0016301	N	N
TRAESCS2D01G068300	TRAESCS7A01G357100	2.631106376647949		GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2D01G068300	TRAESCS7B01G193200	2.557422637939453			N	N
TRAESCS2D01G068300	TRAESCS7D01G350400	3.282694101333618		GO:0005515	N	N
TRAESCS2D01G209000	TRAESCS2D01G219700	2.5042366981506348	GO:0005515,GO:0005488	GO:0008135	N	N
TRAESCS2D01G209000	TRAESCS3A01G484600	2.506201982498169	GO:0005515,GO:0005488	GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2D01G209000	TRAESCS3B01G236700	2.6027350425720215	GO:0005515,GO:0005488	GO:0005515	N	N
TRAESCS2D01G209000	TRAESCS4B01G306300	2.9422435760498047	GO:0005515,GO:0005488	GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2D01G209000	TRAESCS5A01G194900	2.525808811187744	GO:0005515,GO:0005488		N	N
TRAESCS2D01G209000	TRAESCS5B01G533000	2.5825095176696777	GO:0005515,GO:0005488	GO:0005622,GO:0005488,GO:0007165,GO:0005515,GO:0016787,GO:0006464,GO:0030234	N	N
TRAESCS2D01G209000	TRAESCS5D01G150700	2.867326259613037	GO:0005515,GO:0005488	GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2D01G209000	TRAESCS5D01G179100	2.5708978176116943	GO:0005515,GO:0005488	GO:0016787,GO:0000166	N	N
TRAESCS2D01G209000	TRAESCS5D01G188100	2.7558655738830566	GO:0005515,GO:0005488	GO:0016787	N	N
TRAESCS2D01G209000	TRAESCS5D01G292700	2.946272134780884	GO:0005515,GO:0005488	GO:0000166,GO:0008152,GO:0016301	N	N
TRAESCS2D01G209000	TRAESCS5D01G370200	2.664621353149414	GO:0005515,GO:0005488	GO:0008150,GO:0005515,GO:0005488,GO:0007165,GO:0005622	N	N
TRAESCS2D01G209000	TRAESCS5D01G516000	2.759187936782837	GO:0005515,GO:0005488	GO:0005515	N	N
TRAESCS2D01G209000	TRAESCS6B01G272900	2.6594409942626953	GO:0005515,GO:0005488	GO:0006139,GO:0003723,GO:0006139,GO:0003824	N	N
TRAESCS2D01G209000	TRAESCS6B01G285500	2.756121873855591	GO:0005515,GO:0005488	GO:0003774,GO:0000166,GO:0009987,GO:0005515	N	N
TRAESCS2D01G209000	TRAESCS7A01G357100	2.756253242492676	GO:0005515,GO:0005488	GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2D01G209000	TRAESCS7B01G193200	2.736086130142212	GO:0005515,GO:0005488		N	N
TRAESCS2D01G209000	TRAESCS7D01G220200	2.6151304244995117	GO:0005515,GO:0005488	GO:0005515	N	N
TRAESCS2D01G209000	TRAESCS7D01G365600	2.60235857963562	GO:0005515,GO:0005488	GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2D01G211600	TRAESCS2D01G307500	2.6512527465820312	GO:0003677,GO:0005488	GO:0016020	N	N
TRAESCS2D01G211600	TRAESCS3A01G200100	3.620535373687744	GO:0003677,GO:0005488	GO:0003676,GO:0000166	N	N
TRAESCS2D01G211600	TRAESCS3A01G484600	3.1635489463806152	GO:0003677,GO:0005488	GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2D01G211600	TRAESCS3B01G019900	3.0232558250427246	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS3B01G236700	3.517749786376953	GO:0003677,GO:0005488	GO:0005515	N	N
TRAESCS2D01G211600	TRAESCS3B01G390700	2.7319183349609375	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS3B01G577200	2.5486059188842773	GO:0003677,GO:0005488	GO:0005515,GO:0016020,GO:0006810,GO:0006810	N	N
TRAESCS2D01G211600	TRAESCS4B01G046300	2.514688491821289	GO:0003677,GO:0005488	GO:0005198,GO:0005515,GO:0005622,GO:0006810,GO:0006810,GO:0005737,GO:0016020,GO:0005794	N	N
TRAESCS2D01G211600	TRAESCS4B01G306300	2.7043099403381348	GO:0003677,GO:0005488	GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2D01G211600	TRAESCS4D01G314400	2.722219944000244	GO:0003677,GO:0005488	GO:0005488,GO:0006629,GO:0009058,GO:0008152,GO:0003824,GO:0008152	N	N
TRAESCS2D01G211600	TRAESCS4D01G317600	2.7063026428222656	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS5A01G194900	2.695526361465454	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS5B01G224400	2.879019260406494	GO:0003677,GO:0005488	GO:0003676	N	N
TRAESCS2D01G211600	TRAESCS5B01G533000	2.650008201599121	GO:0003677,GO:0005488	GO:0005622,GO:0005488,GO:0007165,GO:0005515,GO:0016787,GO:0006464,GO:0030234	N	N
TRAESCS2D01G211600	TRAESCS5D01G106600	2.653642177581787	GO:0003677,GO:0005488	GO:0005794,GO:0005488,GO:0005737,GO:0005622,GO:0006810,GO:0005215,GO:0006810,GO:0016020,GO:0006810,GO:0016043	N	N
TRAESCS2D01G211600	TRAESCS5D01G150700	2.6889278888702393	GO:0003677,GO:0005488	GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2D01G211600	TRAESCS5D01G198100	2.8294265270233154	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS5D01G292700	2.867072582244873	GO:0003677,GO:0005488	GO:0000166,GO:0008152,GO:0016301	N	N
TRAESCS2D01G211600	TRAESCS6B01G272900	2.50734543800354	GO:0003677,GO:0005488	GO:0006139,GO:0003723,GO:0006139,GO:0003824	N	N
TRAESCS2D01G211600	TRAESCS6B01G285500	2.5008115768432617	GO:0003677,GO:0005488	GO:0003774,GO:0000166,GO:0009987,GO:0005515	N	N
TRAESCS2D01G211600	TRAESCS6D01G362500	2.512118339538574	GO:0003677,GO:0005488	GO:0016301,GO:0006464,GO:0000166,GO:0006464	N	N
TRAESCS2D01G211600	TRAESCS7A01G015000	2.769277811050415	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS7A01G204100	2.915879726409912	GO:0003677,GO:0005488	GO:0003676	N	N
TRAESCS2D01G211600	TRAESCS7A01G332000	2.799919843673706	GO:0003677,GO:0005488	GO:0005515,GO:0016301	N	N
TRAESCS2D01G211600	TRAESCS7A01G357100	2.9530959129333496	GO:0003677,GO:0005488	GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2D01G211600	TRAESCS7B01G193200	3.1381118297576904	GO:0003677,GO:0005488		N	N
TRAESCS2D01G211600	TRAESCS7D01G350400	2.8246514797210693	GO:0003677,GO:0005488	GO:0005515	N	N
TRAESCS2D01G219700	TRAESCS3A01G484600	2.814103126525879	GO:0008135	GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2D01G219700	TRAESCS3B01G318000	2.8082780838012695	GO:0008135		N	N
TRAESCS2D01G219700	TRAESCS4B01G042900	2.778592348098755	GO:0008135	GO:0005515,GO:0005488	N	N
TRAESCS2D01G219700	TRAESCS4B01G306300	2.637295722961426	GO:0008135	GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2D01G219700	TRAESCS4D01G317600	2.8374624252319336	GO:0008135		N	N
TRAESCS2D01G219700	TRAESCS5B01G533000	3.226193428039551	GO:0008135	GO:0005622,GO:0005488,GO:0007165,GO:0005515,GO:0016787,GO:0006464,GO:0030234	N	N
TRAESCS2D01G219700	TRAESCS5D01G150700	2.500662326812744	GO:0008135	GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2D01G219700	TRAESCS5D01G179100	2.5105037689208984	GO:0008135	GO:0016787,GO:0000166	N	N
TRAESCS2D01G219700	TRAESCS6A01G170700	2.7203123569488525	GO:0008135		N	N
TRAESCS2D01G219700	TRAESCS6B01G272900	2.6000099182128906	GO:0008135	GO:0006139,GO:0003723,GO:0006139,GO:0003824	N	N
TRAESCS2D01G219700	TRAESCS6D01G302100	2.8279333114624023	GO:0008135		N	N
TRAESCS2D01G219700	TRAESCS7D01G298800	2.5705928802490234	GO:0008135	GO:0016020	N	N
TRAESCS2D01G307500	TRAESCS2D01G504700	3.8045201301574707	GO:0016020		N	N
TRAESCS2D01G307500	TRAESCS3A01G484600	2.894376277923584	GO:0016020	GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2D01G307500	TRAESCS3B01G019900	2.593498468399048	GO:0016020		N	N
TRAESCS2D01G307500	TRAESCS3B01G236700	2.6275179386138916	GO:0016020	GO:0005515	N	N
TRAESCS2D01G307500	TRAESCS3B01G390700	2.5834529399871826	GO:0016020		N	N
TRAESCS2D01G307500	TRAESCS3B01G577200	2.701625108718872	GO:0016020	GO:0005515,GO:0016020,GO:0006810,GO:0006810	N	N
TRAESCS2D01G307500	TRAESCS4B01G046300	2.543095350265503	GO:0016020	GO:0005198,GO:0005515,GO:0005622,GO:0006810,GO:0006810,GO:0005737,GO:0016020,GO:0005794	N	N
TRAESCS2D01G307500	TRAESCS4B01G306300	2.553048610687256	GO:0016020	GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2D01G307500	TRAESCS4B01G355700	2.6071949005126953	GO:0016020	GO:0005515	N	N
TRAESCS2D01G307500	TRAESCS5A01G002600	2.715850353240967	GO:0016020	GO:0007165,GO:0005622,GO:0016301,GO:0006464,GO:0005515,GO:0007165,GO:0009987,GO:0008152,GO:0016740	N	N
TRAESCS2D01G307500	TRAESCS5A01G194900	2.784863233566284	GO:0016020		N	N
TRAESCS2D01G307500	TRAESCS5A01G489800	2.6921491622924805	GO:0016020	GO:0003824,GO:0008152,GO:0016787	N	N
TRAESCS2D01G307500	TRAESCS5D01G106600	3.420070171356201	GO:0016020	GO:0005794,GO:0005488,GO:0005737,GO:0005622,GO:0006810,GO:0005215,GO:0006810,GO:0016020,GO:0006810,GO:0016043	N	N
TRAESCS2D01G307500	TRAESCS5D01G150700	2.761871814727783	GO:0016020	GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2D01G307500	TRAESCS5D01G179100	2.537950277328491	GO:0016020	GO:0016787,GO:0000166	N	N
TRAESCS2D01G307500	TRAESCS5D01G188100	2.550758123397827	GO:0016020	GO:0016787	N	N
TRAESCS2D01G307500	TRAESCS5D01G198100	2.567324638366699	GO:0016020		N	N
TRAESCS2D01G307500	TRAESCS5D01G292700	2.8617453575134277	GO:0016020	GO:0000166,GO:0008152,GO:0016301	N	N
TRAESCS2D01G307500	TRAESCS5D01G459900	2.9079151153564453	GO:0016020	GO:0006810,GO:0016020,GO:0006810	N	N
TRAESCS2D01G307500	TRAESCS6A01G170700	2.555673599243164	GO:0016020		N	N
TRAESCS2D01G307500	TRAESCS6B01G272900	2.695570707321167	GO:0016020	GO:0006139,GO:0003723,GO:0006139,GO:0003824	N	N
TRAESCS2D01G307500	TRAESCS6B01G285500	2.790444850921631	GO:0016020	GO:0003774,GO:0000166,GO:0009987,GO:0005515	N	N
TRAESCS2D01G307500	TRAESCS6D01G179100	2.5263445377349854	GO:0016020	GO:0003677	N	N
TRAESCS2D01G307500	TRAESCS6D01G362500	2.8885157108306885	GO:0016020	GO:0016301,GO:0006464,GO:0000166,GO:0006464	N	N
TRAESCS2D01G307500	TRAESCS7A01G204100	2.60750150680542	GO:0016020	GO:0003676	N	N
TRAESCS2D01G307500	TRAESCS7A01G332000	2.8273754119873047	GO:0016020	GO:0005515,GO:0016301	N	N
TRAESCS2D01G307500	TRAESCS7A01G357100	2.715581178665161	GO:0016020	GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2D01G307500	TRAESCS7B01G193200	3.0964574813842773	GO:0016020		N	N
TRAESCS2D01G504700	TRAESCS3A01G484600	2.9032788276672363		GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS2D01G504700	TRAESCS3B01G019900	2.747331142425537			N	N
TRAESCS2D01G504700	TRAESCS3B01G318000	2.509025812149048			N	N
TRAESCS2D01G504700	TRAESCS3B01G390700	2.7591652870178223			N	N
TRAESCS2D01G504700	TRAESCS4B01G046300	2.8896424770355225		GO:0005198,GO:0005515,GO:0005622,GO:0006810,GO:0006810,GO:0005737,GO:0016020,GO:0005794	N	N
TRAESCS2D01G504700	TRAESCS4B01G306300	2.5654118061065674		GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS2D01G504700	TRAESCS4B01G355700	2.607405424118042		GO:0005515	N	N
TRAESCS2D01G504700	TRAESCS5A01G002600	3.0271995067596436		GO:0007165,GO:0005622,GO:0016301,GO:0006464,GO:0005515,GO:0007165,GO:0009987,GO:0008152,GO:0016740	N	N
TRAESCS2D01G504700	TRAESCS5A01G194900	2.8947904109954834			N	N
TRAESCS2D01G504700	TRAESCS5A01G489800	2.983405828475952		GO:0003824,GO:0008152,GO:0016787	N	N
TRAESCS2D01G504700	TRAESCS5D01G106600	3.355168342590332		GO:0005794,GO:0005488,GO:0005737,GO:0005622,GO:0006810,GO:0005215,GO:0006810,GO:0016020,GO:0006810,GO:0016043	N	N
TRAESCS2D01G504700	TRAESCS5D01G150700	2.9247326850891113		GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
TRAESCS2D01G504700	TRAESCS5D01G179100	2.925434112548828		GO:0016787,GO:0000166	N	N
TRAESCS2D01G504700	TRAESCS5D01G188100	2.607642412185669		GO:0016787	N	N
TRAESCS2D01G504700	TRAESCS5D01G198100	2.581840753555298			N	N
TRAESCS2D01G504700	TRAESCS5D01G292700	2.7069716453552246		GO:0000166,GO:0008152,GO:0016301	N	N
TRAESCS2D01G504700	TRAESCS5D01G459900	2.7093844413757324		GO:0006810,GO:0016020,GO:0006810	N	N
TRAESCS2D01G504700	TRAESCS6A01G170700	3.1607110500335693			N	N
TRAESCS2D01G504700	TRAESCS6B01G272900	3.219080924987793		GO:0006139,GO:0003723,GO:0006139,GO:0003824	N	N
TRAESCS2D01G504700	TRAESCS6B01G285500	2.7752232551574707		GO:0003774,GO:0000166,GO:0009987,GO:0005515	N	N
TRAESCS2D01G504700	TRAESCS6D01G179100	2.507629156112671		GO:0003677	N	N
TRAESCS2D01G504700	TRAESCS6D01G261400	3.3387465476989746			N	N
TRAESCS2D01G504700	TRAESCS6D01G362500	3.146561861038208		GO:0016301,GO:0006464,GO:0000166,GO:0006464	N	N
TRAESCS2D01G504700	TRAESCS7A01G332000	2.7646484375		GO:0005515,GO:0016301	N	N
TRAESCS2D01G504700	TRAESCS7A01G357100	2.5540771484375		GO:0003723,GO:0016740,GO:0016740,GO:0006139,GO:0006139	N	N
TRAESCS2D01G504700	TRAESCS7B01G193200	2.690438747406006			N	N
TRAESCS3A01G200100	TRAESCS3A01G484600	2.8533754348754883	GO:0003676,GO:0000166	GO:0006810,GO:0006810,GO:0005215,GO:0016020	N	N
TRAESCS3A01G200100	TRAESCS3B01G019900	2.739189863204956	GO:0003676,GO:0000166		N	N
TRAESCS3A01G200100	TRAESCS3B01G236700	3.2916245460510254	GO:0003676,GO:0000166	GO:0005515	N	N
TRAESCS3A01G200100	TRAESCS3B01G318000	2.6054885387420654	GO:0003676,GO:0000166		N	N
TRAESCS3A01G200100	TRAESCS3B01G390700	2.5851998329162598	GO:0003676,GO:0000166		N	N
TRAESCS3A01G200100	TRAESCS4B01G046300	2.504251480102539	GO:0003676,GO:0000166	GO:0005198,GO:0005515,GO:0005622,GO:0006810,GO:0006810,GO:0005737,GO:0016020,GO:0005794	N	N
TRAESCS3A01G200100	TRAESCS4B01G306300	2.5951552391052246	GO:0003676,GO:0000166	GO:0003677,GO:0005515,GO:0005634	N	N
TRAESCS3A01G200100	TRAESCS4D01G314400	3.189646005630493	GO:0003676,GO:0000166	GO:0005488,GO:0006629,GO:0009058,GO:0008152,GO:0003824,GO:0008152	N	N
TRAESCS3A01G200100	TRAESCS4D01G317600	2.6018590927124023	GO:0003676,GO:0000166		N	N
TRAESCS3A01G200100	TRAESCS5A01G434400	2.6337733268737793	GO:0003676,GO:0000166	GO:0003676,GO:0004518,GO:0005488	N	N
TRAESCS3A01G200100	TRAESCS5B01G224400	2.762068510055542	GO:0003676,GO:0000166	GO:0003676	N	N
TRAESCS3A01G200100	TRAESCS5B01G533000	2.6376829147338867	GO:0003676,GO:0000166	GO:0005622,GO:0005488,GO:0007165,GO:0005515,GO:0016787,GO:0006464,GO:0030234	N	N
TRAESCS3A01G200100	TRAESCS5D01G150700	2.541480779647827	GO:0003676,GO:0000166	GO:0003700,GO:0006139,GO:0009058,GO:0003677	N	N
