geneid	2dpi_mock	4dpi_mock	6dpi_mock	2dpi_inoc	4dpi_inoc	6dpi_inoc
TRAESCS5A01G071100	3.2272	3.131	4.1905	3.7861	6.3023	11.1544
TRAESCS5A01G089500	8.4492	8.0302	13.2242	7.9442	16.1296	28.2283
TRAESCS5A01G142700	2.1272	1.7461	1.0233	2.84	15.0345	25.6448
TRAESCS5A01G156800	4.6616	4.5152	5.4374	4.3548	8.8379	13.8705
TRAESCS5A01G159600	1.2791	1.8931	3.1144	1.8124	5.453	12.912
TRAESCS5A01G169400	1.6792	2.3308	4.3885	1.384	5.4356	9.2543
TRAESCS5A01G179000	2.6182	2.5801	3.9159	4.3189	21.9377	34.7328
TRAESCS5A01G181800	19.177	20.1062	24.4044	23.2853	93.6054	453.361
TRAESCS5A01G206600	0.4135	0.5879	1.5229	0.9474	4.6284	12.5246
TRAESCS5A01G212800	0.0836	0.0539	0.1105	0.1583	3.2072	15.9722
TRAESCS5A01G213600	5.5889	3.8227	6.1103	3.3644	64.1414	481.2737
TRAESCS5A01G237200	1.5422	2.147	2.6119	1.6761	4.126	5.6142
TRAESCS5A01G262500	0.2432	1.7812	4.8682	0.4972	17.3563	107.1145
TRAESCS5A01G267500	4.8282	4.9202	7.2218	5.8292	19.7327	33.204
TRAESCS5A01G292400	4.7126	4.9198	5.4607	5.3894	10.4091	14.1248
TRAESCS5A01G354800	0.1756	0.1157	0.1225	0.1601	0.8083	1.4955
TRAESCS5A01G359800	15.2234	15.1858	19.0174	16.1624	30.6054	50.1597
TRAESCS5A01G359900	6.0338	5.3646	7.2217	5.5979	10.8781	13.5077
TRAESCS5A01G366100	6.8139	7.4342	9.8355	6.336	14.1486	16.7643
TRAESCS5A01G374500	0.6888	0.5709	1.1615	1.0981	4.3386	17.3957
TRAESCS5A01G383300	1.4876	1.3974	1.7484	1.458	2.8095	3.5579
TRAESCS5A01G394900	0.9152	0.7654	3.9267	0.7293	6.8661	38.9111
TRAESCS5A01G403200	0.0315	0.083	0.2924	0.143	1.895	6.2974
TRAESCS5A01G416400	12.5957	12.2111	18.6008	14.2923	28.3038	40.8717
TRAESCS5A01G456800	34.9711	42.9875	45.6519	40.9822	71.312	97.9371
TRAESCS5A01G482400	1.5733	1.7336	2.1042	1.4694	7.1806	20.51
TRAESCS5B01G003900	2.5798	1.5268	2.2042	2.5849	5.4144	12.6686
TRAESCS5B01G007000	0.1732	0	0.2507	0.0789	1.992	7.7917
TRAESCS5B01G012300	70.4986	73.0144	87.9626	67.9244	215.0317	618.2347
TRAESCS5B01G106900	1.1448	1.9385	2.9177	1.5383	4.5729	11.2733
TRAESCS5B01G121400	2.7359	1.8594	4.3148	3.2271	11.3782	28.5739
TRAESCS5B01G152600	0.4627	0.1714	0.2305	0.4971	3.8658	15.581
TRAESCS5B01G155100	2.2123	2.7149	2.9527	2.8532	6.1741	7.3194
TRAESCS5B01G179800	27.3723	14.7229	15.9214	32.3717	82.7116	260.434
TRAESCS5B01G203400	8.2133	10.6765	11.2342	8.9837	19.8864	23.3137
TRAESCS5B01G204800	1.8578	2.1168	4.6783	2.336	8.9871	23.3869
TRAESCS5B01G207200	8.9804	8.1152	9.1612	8.7054	15.9248	24.4817
TRAESCS5B01G219600	0.5079	1.4834	2.1939	0.6761	1.725	3.7666
TRAESCS5B01G226500	9.1868	13.5783	21.1413	10.1476	18.0726	23.1178
TRAESCS5B01G362100	14.4603	12.8529	15.6118	15.0942	29.2529	46.7701
TRAESCS5B01G368500	2.26	3.192	4.299	2.3649	5.5686	7.2307
TRAESCS5B01G368600	2.9013	2.7462	3.4463	3.0198	6.0245	8.6924
TRAESCS5B01G390500	6.9851	6.7059	9.483	7.1467	11.6349	16.8971
TRAESCS5B01G399800	1.3729	1.1279	6.1448	1.8428	23.4033	142.746
TRAESCS5B01G399900	0.1913	0.2073	0.3806	0.2659	1.3332	3.9063
TRAESCS5B01G401400	4.7395	4.4595	4.4345	4.5601	7.8883	8.9783
TRAESCS5B01G404600	0.0992	0	0.0207	0.1814	2.4849	11.8319
TRAESCS5B01G408000	0.1677	0.245	0.3697	0.4199	1.8798	3.8324
TRAESCS5B01G452600	2.3297	2.1174	2.428	2.7941	4.4975	7.3864
TRAESCS5B01G476900	0.7777	0.8542	0.984	1.0359	16.1037	43.2536
TRAESCS5B01G479900	5.1513	8.6792	17.32	5.4117	14.1632	29.1356
TRAESCS5B01G495500	2.7518	2.7008	3.2634	2.1162	8.169	16.3342
TRAESCS5B01G516000	6.5569	9.7339	14.3807	9.9949	23.2923	51.683
TRAESCS5B01G531400	5.0095	5.6921	6.945	5.1657	15.4467	25.5222
TRAESCS5D01G000500	5.4525	3.9825	6.0158	6.3075	10.9651	19.298
TRAESCS5D01G019400	0.8143	1.2569	2.3374	1.3932	4.7307	17.1842
TRAESCS5D01G093900	6.0505	6.6694	10.271	6.1822	11.4067	19.7004
TRAESCS5D01G101600	15.3744	16.5504	24.6794	16.1368	32.5809	57.0466
TRAESCS5D01G106000	0.9281	0.9608	1.0581	0.8014	1.7094	2.4384
TRAESCS5D01G145300	0.7432	2.0681	7.116	1.7619	12.1092	39.7217
TRAESCS5D01G179100	3.2796	4.3533	5.3885	3.2356	6.4586	10.7102
TRAESCS5D01G183500	3.3772	1.7602	2.1972	4.0968	23.1481	40.0744
TRAESCS5D01G186200	16.4383	12.0505	14.1903	18.5789	83.3757	436.5613
TRAESCS5D01G191500	2.446	2.6864	5.8178	2.4462	9.0654	32.2026
TRAESCS5D01G212800	1.1289	0.9596	4.376	1.2949	9.2355	25.5513
TRAESCS5D01G218400	1.6334	1.002	1.4668	1.0574	39.9495	395.1707
TRAESCS5D01G241200	7.1794	6.2989	8.071	4.5206	24.7017	76.6343
TRAESCS5D01G259100	7.9396	10.902	11.6472	7.8465	18.9962	25.5647
TRAESCS5D01G275300	7.3925	6.9336	8.878	9.4552	18.8027	26.8916
TRAESCS5D01G312000	0.4469	0.5874	1.0031	0.8725	4.0416	9.4478
TRAESCS5D01G340200	0.7213	0.5971	0.7042	0.8856	1.953	3.3532
TRAESCS5D01G342000	0.0807	0	0	0.2235	8.3357	47.2668
TRAESCS5D01G383500	0.0805	0.0926	0.288	0.0824	0.6141	1.1545
TRAESCS5D01G383900	9.5826	10.2145	10.7473	9.1244	15.4342	20.0245
TRAESCS5D01G386900	0.9665	2.4093	3.9705	0.9988	5.046	6.2839
TRAESCS5D01G404300	0.8865	1.1172	4.328	0.9024	15.6416	94.9707
TRAESCS5D01G404600	0.8995	1.0107	1.627	1.0369	3.8519	6.807
TRAESCS5D01G413200	0.3452	0.3313	0.4175	0.4186	3.1545	9.5414
TRAESCS5D01G434100	31.8477	34.2445	49.8319	30.5219	74.1396	128.3567
TRAESCS5D01G477700	1.0906	0.8703	0.9923	1.1656	14.0309	42.066
TRAESCS5D01G516100	3.8801	6.2527	8.1286	6.1837	19.4922	64.2818
TRAESCS6A01G001500	0.203	0.7773	1.2808	0.6739	2.2152	5.4757
TRAESCS6A01G011700	1.9814	2.7376	3.8312	2.2191	7.716	12.7948
TRAESCS6A01G026600	2.9443	2.7943	4.126	3.5462	8.0727	14.3965
TRAESCS6A01G042600	9.4051	9.5587	18.2311	8.331	30.6565	93.69
TRAESCS6A01G101800	31.2554	33.5286	50.6938	27.1453	66.9201	161.5593
TRAESCS6A01G101900	10.2773	10.9628	13.7119	8.1061	19.8562	41.0384
TRAESCS6A01G113800	14.189	15.0423	21.0063	15.7147	28.0643	40.4659
TRAESCS6A01G116200	20.7094	19.6573	26.8728	23.8576	37.9344	55.8196
TRAESCS6A01G132400	0.3455	0.1173	0.3588	0.3713	1.6582	3.7123
TRAESCS6A01G169300	22.7944	34.0423	44.8375	28.2757	47.6501	81.2303
TRAESCS6A01G173700	2.3518	1.3368	5.9228	3.9297	20.6911	93.2889
TRAESCS6A01G182000	0.7159	0.5191	1.2972	0.7409	2.6124	6.7744
TRAESCS6A01G195800	1.4715	1.1421	2.1343	1.5724	4.0738	8.5792
TRAESCS6A01G215900	0.5165	0.3712	0.7587	0.3294	3.3272	8.9515
TRAESCS6A01G257500	5.356	4.792	4.7279	4.4928	11.6613	24.5006
TRAESCS6A01G285100	3.7973	3.9562	6.3928	4.5669	10.4278	21.968
TRAESCS6A01G299200	4.8003	3.7702	6.0352	4.9726	26.3007	79.1574
TRAESCS6A01G309200	7.3871	7.3509	8.0999	7.0533	10.3449	12.9081
TRAESCS6A01G311400	0.6301	0.8422	0.8616	0.6447	1.3656	2.069
TRAESCS6A01G334800	2.9605	1.2957	3.0935	3.113	35.5421	158.5787
TRAESCS6A01G337100	7.8867	10.8029	27.0153	7.9244	27.6947	92.7506
TRAESCS6A01G342400	0.7333	1.4563	1.3869	0.9758	3.2874	4.8831
TRAESCS6A01G343300	3.4658	3.3071	4.921	3.3329	6.0258	9.6057
TRAESCS6A01G344000	5.3145	1.4076	2.2938	3.1857	50.1988	425.8407
TRAESCS6A01G348400	0.358	0.2059	0.0672	0.1961	4.6407	13.1405
TRAESCS6A01G357200	15.0132	20.1173	21.0049	16.2268	31.8565	38.8222
TRAESCS6A01G361000	0.5256	1.1173	2.06	1.0078	3.5332	14.9592
TRAESCS6A01G396400	31.02	29.8942	34.6213	27.3818	53.1667	80.0056
TRAESCS6A01G420100	9.6771	8.3543	10.7961	9.2419	13.5992	19.6675
TRAESCS6B01G037200	3.0302	2.8972	3.4265	3.5898	6.6455	10.4238
TRAESCS6B01G041200	0.5219	0.2912	1.1977	0.5104	1.3852	2.4263
TRAESCS6B01G058300	7.4886	7.407	13.2865	7.4143	25.5114	72.8636
TRAESCS6B01G073600	26.2419	26.5648	33.396	24.222	47.891	71.3836
TRAESCS6B01G080700	8.4921	5.3763	6.1547	8.4218	23.8827	68.6393
TRAESCS6B01G094600	7.5417	8.4283	10.3633	7.451	11.5044	17.083
TRAESCS6B01G129800	15.9925	14.8826	22.3181	14.0623	35.8372	66.1354
TRAESCS6B01G130100	14.2117	16.6007	18.7524	11.4751	29.3377	58.9056
TRAESCS6B01G140700	11.0689	10.7176	17.0104	10.8446	20.1602	29.5227
TRAESCS6B01G141300	0.4431	0.2141	0.1979	0.481	0.8806	1.3486
TRAESCS6B01G154800	0.4008	0.1476	0.7477	0.5573	1.3742	1.4093
TRAESCS6B01G174500	0.2538	0.4734	0.6778	0.3628	1.7408	5.456
TRAESCS6B01G201600	0.4932	0.5242	3.6519	0.7272	19.4682	141.619
TRAESCS6B01G223200	1.1141	0.829	1.4198	1.0457	2.437	3.855
TRAESCS6B01G241000	2.2744	2.0488	1.8357	2.9702	6.8509	11.1956
TRAESCS6B01G247000	0.8258	0.5236	0.4271	0.7339	3.4489	7.0976
TRAESCS6B01G276700	20.2161	25.5139	36.8464	21.2826	49.7743	118.5487
TRAESCS6B01G284000	1.2648	1.4881	3.0408	2.2449	8.1479	22.6394
TRAESCS6B01G310100	32.0179	29.7573	40.3301	40.1591	62.4649	112.254
TRAESCS6B01G313900	2.4056	2.227	3.8902	2.4388	6.1376	10.2549
TRAESCS6B01G362700	0.167	0.1817	0.3538	0.1786	1.1122	1.8151
TRAESCS6B01G364000	3.2131	3.2298	3.5629	3.1317	9.6843	17.7144
TRAESCS6B01G365200	1.0321	0.3398	0.8365	0.8979	10.9926	55.5253
TRAESCS6B01G367800	5.6083	7.7499	16.0177	5.2361	17.795	44.9711
TRAESCS6B01G376500	18.1283	24.2928	28.214	18.514	34.0807	63.54
TRAESCS6B01G382000	1.9394	1.5145	2.1049	1.5007	10.1286	23.3619
TRAESCS6B01G412300	0.568	0.9345	1.7869	0.8349	2.905	8.3962
TRAESCS6B01G413000	7.3969	6.614	8.8957	7.0927	13.6153	23.2337
TRAESCS6B01G440000	2.645	2.5613	5.0204	2.5292	6.9959	11.331
TRAESCS6D01G030400	3.5356	3.9588	4.5244	3.8005	8.1107	15.1362
TRAESCS6D01G049100	22.6677	24.7486	44.088	22.4397	76.9203	210.0287
TRAESCS6D01G057800	3.5803	12.3046	21.6315	5.6079	21.6183	56.4696
TRAESCS6D01G064400	26.3115	23.2344	17.3431	25.9009	46.5051	82.4479
TRAESCS6D01G090200	37.9204	37.3097	53.6748	32.0218	81.2916	168.047
TRAESCS6D01G090400	10.2131	10.9789	14.6643	8.8832	22.2945	48.964
TRAESCS6D01G144400	1.3806	3.5527	6.5147	1.4334	8.4351	29.6322
TRAESCS6D01G162800	1.1744	1.5364	4.6689	1.2199	21.1285	114.3265
TRAESCS6D01G204800	0.2337	0.2391	0	0.1517	5.0516	25.4221
TRAESCS6D01G221000	9.1279	10.1937	15.6542	8.7725	17.5505	29.9581
TRAESCS6D01G245000	1.1304	1.3474	1.5319	1.3293	3.1098	5.9129
TRAESCS6D01G287800	0.8595	0.6048	1.1897	1.1875	2.7907	5.7631
TRAESCS6D01G288300	2.3184	1.924	3.592	2.2563	5.2495	7.3656
TRAESCS6D01G314300	3.2121	1.3806	1.3671	3.0234	30.7248	108.4017
TRAESCS6D01G339200	18.6869	25.1009	34.1413	19.2033	43.8363	100.8347
TRAESCS6D01G350200	16.5002	21.5229	20.8909	19.1771	30.0993	44.339
TRAESCS6D01G376900	5.2331	4.2907	6.8538	5.5262	16.0804	43.5723
TRAESCS6D01G388500	8.8663	11.3461	8.5875	10.2073	19.5519	25.6791
TRAESCS6D01G390200	8.4316	13.2828	14.9218	9.1893	14.5484	21.2032
TRAESCS6D01G393200	1.2987	1.1792	0.5824	1.9963	5.2967	9.5472
TRAESCS7A01G009900	1.8221	1.965	2.0342	1.9123	3.5573	5.5931
TRAESCS7A01G030900	8.857	9.189	11.5968	10.4127	16.5026	25.6147
TRAESCS7A01G033100	0.5605	0.2867	0.8141	0.6159	1.3495	2.2976
TRAESCS7A01G104800	5.8681	5.1014	5.9019	6.6662	11.6682	18.8118
TRAESCS7A01G107100	4.8263	4.4362	5.9729	5.0827	10.1033	14.7779
TRAESCS7A01G127600	1.8088	2.1815	7.1815	2.28	12.2874	40.7169
TRAESCS7A01G145100	1.0312	1.4861	1.8473	0.8101	3.0825	6.6752
TRAESCS7A01G168400	7.2648	9.273	9.4704	7.5278	15.0736	22.3967
TRAESCS7A01G170600	0.0494	0.268	0.3052	0.18	0.9327	1.8796
TRAESCS7A01G180100	1.5094	1.5035	2.9023	2.2158	5.3534	12.6161
TRAESCS7A01G190200	8.8502	8.7727	14.4903	11.9596	22.5189	33.6825
TRAESCS7A01G230500	1.3697	1.7256	4.7241	1.4234	5.409	14.4262
TRAESCS7A01G232200	3.3241	3.4652	4.8449	4.3152	10.5282	25.8939
TRAESCS7A01G235500	1.2353	1.5912	1.7869	1.7562	3.2753	4.7882
TRAESCS7A01G236400	3.5091	4.8953	5.0458	3.7712	16.4303	25.585
TRAESCS7A01G242200	6.867	7.6936	17.1479	5.2396	30.4567	56.4118
TRAESCS7A01G254800	1.2526	1.3334	1.9308	1.5093	5.6652	14.8435
TRAESCS7A01G268900	2.0853	1.7659	2.0674	2.3387	4.3215	6.9032
TRAESCS7A01G272500	32.4559	30.8272	50.2752	32.4269	82.5842	174.212
TRAESCS7A01G299600	5.0309	5.2591	6.4852	4.7125	7.7355	9.6539
TRAESCS7A01G306600	0.9272	1.0763	3.2382	0.8344	11.8885	63.3842
TRAESCS7A01G314000	10.3828	13.1528	18.9342	11.9249	19.1452	27.7312
TRAESCS7A01G316900	9.5466	8.869	10.8675	9.9362	17.1778	22.08
TRAESCS7A01G317600	5.74	5.7211	6.4322	6.3199	8.9816	11.0755
TRAESCS7A01G332000	27.6209	25.8833	24.4489	24.906	48.6732	86.6982
TRAESCS7A01G338900	9.3318	20.5531	46.9251	7.2448	49.9678	132.4657
TRAESCS7A01G365900	1.0228	1.1577	0.9994	1.1605	1.926	3.2364
TRAESCS7A01G380700	2.0725	1.6112	2.1874	2.3021	4.5775	7.1108
TRAESCS7A01G393600	1.6313	1.825	2.7924	2.1203	4.7534	9.4992
TRAESCS7A01G412400	3.9597	4.3159	7.1022	4.1915	11.9928	35.5018
TRAESCS7A01G424300	2.0349	3.4367	2.9019	2.5962	6.4216	11.2547
TRAESCS7A01G451100	0.0286	0.1364	0	0.2238	5.3069	15.0038
TRAESCS7A01G546400	19.8302	21.2564	20.596	20.9966	33.2486	43.9982
TRAESCS7A01G553100	5.9263	5.6652	6.1688	6.3075	9.3421	12.6015
TRAESCS7B01G027200	2.5542	1.7389	5.3413	3.5039	13.2273	31.9545
TRAESCS7B01G030800	5.6141	7.3342	7.3295	7.1179	12.9474	23.128
TRAESCS7B01G038300	0.0452	0.0318	0.4087	0.1522	1.113	2.5393
TRAESCS7B01G042600	12.4266	6.9391	14.0324	14.4769	45.8635	162.4483
TRAESCS7B01G077300	0.1058	0.1314	0	0.4379	2.8823	6.2758
TRAESCS7B01G133800	1.7788	0.9964	2.4944	2.232	4.113	7.5309
TRAESCS7B01G140400	1.2077	1.2046	1.0558	1.7509	3.7608	6.8861
TRAESCS7B01G149200	11.1633	13.3346	23.9227	9.2737	43.8664	77.9045
TRAESCS7B01G150900	2.1062	1.2617	4.3834	1.9879	6.2835	16.218
TRAESCS7B01G164700	5.7895	4.9826	5.6357	5.7225	14.7223	24.597
TRAESCS7B01G169600	8.0434	7.4373	17.0534	8.2582	26.0948	57.399
TRAESCS7B01G187500	3.724	1.6504	3.2157	3.7761	6.9991	13.8692
TRAESCS7B01G206900	1.9118	1.563	3.7685	1.375	14.2785	65.7675
TRAESCS7B01G213300	25.1294	26.3777	33.9851	27.1029	46.2449	90.1184
TRAESCS7B01G218000	8.0225	9.395	6.9462	8.1716	14.5357	20.0154
TRAESCS7B01G219800	9.5197	11.4295	16.5579	13.7418	27.6533	51.5602
TRAESCS7B01G232700	16.8933	18.4373	15.4153	12.6356	46.9029	92.6739
TRAESCS7B01G250200	8.8351	18.6461	43.2	5.28	43.575	105.974
TRAESCS7B01G270900	1.7308	2.0695	3.3732	1.9415	9.6045	19.1152
TRAESCS7B01G273300	3.0173	2.6606	5.139	3.4298	10.623	24.3474
TRAESCS7B01G274100	1.9537	3.4537	6.2694	1.7676	5.451	13.9366
TRAESCS7B01G274700	2.3483	2.363	3.1401	2.8229	6.5889	11.3905
TRAESCS7B01G277900	1.244	2.1291	3.7238	1.6651	4.5432	7.2268
TRAESCS7B01G280400	26.0491	31.9737	32.4981	25.4793	42.6513	64.2117
TRAESCS7B01G283800	0.3719	0.1563	0.1431	0.2948	2.7831	8.5169
TRAESCS7B01G289400	1.9405	1.841	2.3492	2.2745	4.54	8.3794
TRAESCS7B01G311600	2.536	2.4516	4.9691	2.6046	10.7668	51.5174
TRAESCS7B01G322600	0.5616	0.7084	1.6757	0.7784	2.2424	4.0691
TRAESCS7D01G009600	2.1466	2.1175	2.7433	2.2881	4.657	7.3274
TRAESCS7D01G071200	0.0372	0.7761	0.7135	0.3221	7.3477	36.8609
TRAESCS7D01G078000	17.2372	15.4732	21.9762	15.6585	28.7107	45.9664
TRAESCS7D01G137200	0.8393	1.0953	6.9429	1.038	30.965	71.5047
TRAESCS7D01G146400	1.2396	1.7595	3.0787	1.0568	2.903	5.4961
TRAESCS7D01G160300	2.4841	2.3046	3.5205	3.2909	8.5898	24.7049
TRAESCS7D01G165800	0.7967	0.732	0.8794	0.7519	2.5622	6.4406
TRAESCS7D01G241100	14.8028	14.2009	32.2207	11.4767	38.4796	68.9554
TRAESCS7D01G248000	4.7794	6.0295	7.2439	4.8548	6.9211	8.785
TRAESCS7D01G266100	1.0293	0.9673	0.6582	1.0633	2.7953	5.087
TRAESCS7D01G272700	17.9196	17.5121	27.4254	15.5691	52.115	136.1027
TRAESCS7D01G303500	1.4085	1.0722	3.496	0.8418	10.7835	48.1039
TRAESCS7D01G310300	0.583	0.4199	0.3247	0.648	2.0492	6.635
TRAESCS7D01G313900	9.13	7.3039	10.852	10.4172	15.5364	20.7124
TRAESCS7D01G315800	14.0439	12.6955	14.2311	15.7544	30.2779	37.8783
TRAESCS7D01G328500	14.5671	19.2504	23.1243	10.6518	46.1324	116.593
TRAESCS7D01G338400	3.174	4.0563	3.1605	3.2379	5.6994	8.5577
TRAESCS7D01G341900	2.039	1.6135	4.4233	1.2731	7.4283	19.2314
TRAESCS7D01G346100	5.8921	17.294	61.8251	4.243	50.7572	143.3033
TRAESCS7D01G358000	0.3151	0.2193	0.7101	0.5735	6.5287	22.0695
TRAESCS7D01G360700	0.511	0.1476	0.3887	0.6787	2.6579	3.6428
TRAESCS7D01G365800	2.5892	3.7071	3.4035	3.6714	19.87	67.5846
TRAESCS7D01G375500	20.8094	26.4303	31.1375	22.4471	37.5203	58.6814
TRAESCS7D01G405500	4.0607	3.3293	6.1975	4.0089	11.6666	37.083
TRAESCS7D01G440200	0.5598	0.2497	0.7198	0.348	3.702	9.1727
TRAESCS7D01G454200	7.6211	5.6118	9.2534	9.3757	17.3498	29.4889
TRAESCS7D01G458300	2.8853	2.2916	3.3296	2.7646	5.3992	9.3382
TRAESCS7D01G463000	0.1634	0.5444	0.2766	0.3029	1.8947	3.186
TRAESCS7D01G471700	3.1867	3.4956	7.2679	3.4726	7.4564	11.0316
TRAESCSU01G031200	0.6749	0.9994	0.8995	1.0285	2.9794	4.4961
TRAESCSU01G126700	9.2199	10.7343	12.5156	10.2955	14.9849	18.2667
TRAESCSU01G136300	11.248	12.3962	11.3242	10.2589	20.3761	30.7827
