geneid	Sr9b_D2_mock_R1	Sr9b_D2_mock_R2	Sr9b_D2_mock_R3	Sr9b_D2_treated_R1	Sr9b_D2_treated_R2	Sr9b_D2_treated_R3	Sr9b_D4_mock_R1	Sr9b_D4_mock_R2	Sr9b_D4_mock_R3	Sr9b_D4_treated_R1	Sr9b_D4_treated_R2	Sr9b_D4_treated_R3	Sr9b_D6_mock_R1	Sr9b_D6_mock_R2	Sr9b_D6_mock_R3	Sr9b_D6_treated_R1	Sr9b_D6_treated_R2	Sr9b_D6_treated_R3	W2691_D2_mock_R1	W2691_D2_mock_R2	W2691_D2_mock_R3	W2691_D2_treated_R1	W2691_D2_treated_R2	W2691_D2_treated_R3	W2691_D4_mock_R1	W2691_D4_mock_R2	W2691_D4_mock_R3	W2691_D4_treated_R1	W2691_D4_treated_R2	W2691_D4_treated_R3	W2691_D6_mock_R1	W2691_D6_mock_R2	W2691_D6_mock_R3	W2691_D6_treated_R1	W2691_D6_treated_R2	W2691_D6_treated_R3
TraesCS6D02G115100	2.41689071284638	3.41932296050353	2.88031254892492	2.42533789582355	2.58608800356494	1.32346986930732	1.64867587147827	2.15615392851893	1.58679163311758	2.79173569936032	2.78095912700649	5.04111274522473	2.14210117067543	1.27029333646864	2.20847762370127	4.42760714001241	4.93851041719202	3.41841918848663	1.92519840147167	1.43811487368066	3.16986626540919	1.87441684868319	2.17441964015531	1.91138478820247	1.72506663360343	2.16095571684392	1.4243052588226	2.17817812866037	2.47247783785404	2.51022201487661	1.99390074345021	1.63917848357607	1.53302713529587	1.24912135164653	0.970140821470039	1.73848813711273
TraesCS6D02G115200	0.0522104620626271	0.0543437789964564	0.0781562138821574	0.0825990751415697	0.0232022107574074	0	0	0	0	0.0437445249202238	0.0336290447729372	0.107165690304978	0	0	0.0511869813734247	0.218924473483973	0.0981105476813673	0.380305906547958	0	0	0.0966175072538589	0.0270821542341697	0	0.0221505566778614	0	0.0649758390039161	0	0.0346180902494811	0.0331407298068382	0.0707005498382468	0.0482229146937934	0.0569880792130745	0	0.625352511862346	0.0899417401838309	0.120881405730302
TraesCS6D02G115300	0	0	0	0	0	0.0212735581014669	0	0	0	0	0.0602496514813271	0.0319995980420411	0.137729206445582	0	0.0917063749194521	0.147084053203138	0.0439436084518333	0.0567795350728189	0.0399716448346439	0	0	0	0.0212452064250068	0.0198424208741206	0.0505643842398039	0	0	0	0.0593747884954995	0	0.0431979829241676	0.0510497983864992	0	0	0	0
TraesCS6D02G115400	0	0	0	0.136754870944402	0.161341569451304	0	0	0	0	0.13036584646408	0.233846805355894	0.28388560278103	0	0.122076706029047	0.152545585232829	1.41360001258582	0.487309159217119	1.19633908312434	0	0	0	0	0	0.0220040951884927	0.112145945398356	0	0.0476997124119086	0.0343891922975796	0.164608001480754	0	0.191616241635917	0	0	0	0.0893470372418093	0.240164253828151
TraesCS6D02G115700	0.0237628401338125	0	0	0	0	0.0216172739853913	0	0	0.110823141696534	0	0.0306115511421284	0.0650332281039059	0	0.0559312778921313	0.046594035266346	0.049820161125356	0.133960809839028	0.115393838734257	0	0	0.0879481348487954	0.0739563155875406	0.0215884642322198	0.0403260278815077	0	0	0	0	0	0.0321783373831028	0	0	0	0	0.0818713763069782	0.110034862977237
TraesCS6D02G115800	0	0	0	0	0	0.0335838062005228	0.083672189657303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0382986089685367	0.0335390484217274	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS6D02G115900	0.666574974941682	0.277524478364875	0.718434992937474	0.337455593488705	0.521354952629216	0.727667254451599	1.08776555268954	0.653337674682329	0.808266286591524	0.491470941196623	0.721298919207173	0.474306764633505	0.549623803125505	0.878604509044279	1.3070162369145	0.950308686898098	0.551137351453845	0.647385958324597	0.569683283860537	0.432560021895266	0.296045550714721	0.248947157487617	0.290678991371475	0.452476570531906	0.403565661718396	0.199092365222423	0.588517785510734	0.318219706258988	0.778522841836587	0.577689180290498	0.443279269255508	0.873085415590402	1.01146267617658	1.27742775974471	1.10236137370017	1.11117757064161
TraesCS6D02G116000	0.0241814456558409	0	0	0	0.0214923590544981	0	0	0.0987551417642256	0	0	0.0311508033642446	0.0330894258085933	0	0.0569165617070249	0.0474148344783192	0.0506977916795314	0.0454402198964642	0	0	0	0.0447487133567124	0.0250863759861437	0	0.0205182050260284	0	0	0	0.0320669626356761	0.0613969480567085	0.0327451900674792	0	0	0	0	0	0
TraesCS6D02G116100	0	0.050059743863889	0	0.0253625384011341	0.0213731313692322	0	0	0.098207303021592	0	0.0402960514228631	0.0619559919758348	0.13162345612154	0.0708149292118742	0.0566008201968254	0.0943036065595066	0.151249645366847	0.180752571056767	0.233550391271787	0.041103688498574	0	0.0445004723191131	0.0249472106887023	0	0	0.0519964266547706	0	0	0.0637781458318907	0	0.0325635379181998	0.044421400250779	0.0524955882970073	0	0.128012144358521	0.165702884835029	0
TraesCS6D02G116500	0.269660443090065	0.240581790552601	0	0.0406298849503668	0.239672976883696	0.0350446546461021	0.0873118125002072	0.0786623042209898	0.0898299834238043	0.322764209829996	0.248128241951864	0.210856097856069	0.226885998644218	0.0906725019523512	0.377677563688389	0.161531036913455	0.434338790366764	0.280604568559123	0.197539943556056	0.138881395658921	0.142576349572462	0.119893634156415	0.139991799866929	0.16343546847206	0.0832964271714637	0.191766858800145	0	0.204340644971212	0.195620210552993	0.0521656302010451	0.142323008287108	0.084096066378508	0.243561600148851	0.10253545239194	0.132725065612716	0
TraesCS6D02G116700	0.657580869491371	0.273779836700711	0.689053885663651	0.520159844454396	0.409118422816242	0.239282943340092	0.29808008802466	0.268550908462238	0.383346316487213	0.881526394400358	0.931813172730369	1.34973154855172	0.193645614810914	0.309553387902798	0.902566453997673	2.20584978472474	2.1006623652256	1.27730154108722	0.674395847222112	0.651938655310678	0.669283550747539	0.511641895861109	0.567539610199043	0.502167710074152	0.355464593398382	0.572850860040514	0.241907044503348	0.392407454145315	0.793062294718929	0.311661006622292	0.242943386601067	0.430652430939521	0.415756248397799	0.262539876902954	0.226559832558871	0.608991353419727
TraesCS6D02G116800	0	0	0	0	0	0.0673790212530272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137063055479283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS7A02G408300	0	0	0	0	0.0795684510213265	0	0	0	0	0	0.115325691585453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS7A02G435300	0.349918232198807	0.364215874102645	0.392856380453861	0.369056586399933	0.388757169089859	0.636647661250059	0.545246735629282	0.535889558442304	0.611969743685906	0.183236824380385	0.309903345418159	0.628453072327522	0.901639897957878	0.257378928802611	0.471705838705445	0.596069256501936	0.657543872405128	0.637209312351996	0.261673109865457	0.630756078425432	0.364239792681004	0.476454627930141	0.298030869737947	0.315466040206346	0.567459674856897	0.816511306654363	0.362041577159319	0.667037100093891	0.44422305912087	0.74037518169035	0.565588460442075	0.716134054370353	0.460908745900374	1.10599977351709	1.05489290066909	0.506347364682825
TraesCS7A02G452500	0.502590412837799	0.523126232597468	0.282131412812593	0.298169430287932	0.223350037954601	0.342908336994811	0.142389515732603	0.192425636641277	0.3662404739895	0.15791072782987	0.526047014249436	0.171933767054262	0.185004677765575	0.369675456091013	0.307961339117382	0.13171371354728	0.295136134567805	0	0.590610779627679	0.622847571149217	0.6394184952794	0.0977622386828436	0.428064170645731	0.239879884388969	0.271682320812493	0.234552370775006	0.115556282700398	0.208276267614631	0.438653328736202	0.255217659885204	0.232102663400333	0.205717837433925	0.529605594831674	0.167216473847419	0	0
TraesCS7B02G335000	0.723380209945495	0.537812492891531	0.928166329227879	0.490464395366975	0.597012970021998	0.658065622877747	0.702657422053111	0.896819356717722	0.783166423864874	0.60608396039093	0.765461616671327	0.707042561506078	0.989032221818915	0.972937561727111	1.01314257360825	1.29994990058081	0.922402255451626	1.56820516410342	0.596151755631372	0.465697026221412	0.478086943829869	0.536036365174437	0.539833498012578	0.548031730855182	0.670342890687288	1.35036832283703	1.23552429489516	0.650935200754436	0.91833502858723	0.349843530018301	0.668132415942551	0.563981775148212	1.1433948895319	0.687643654999896	0.712085797440368	1.91408198283114
TraesCS7D02G401700	0	0.0835141854524208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS7D02G425500	0.0356854436324932	0.0742870982382236	0.106838325302516	0	0.190302361194854	0.129853503697342	0.242642099383158	0.291473148049352	0.0832133901906818	0.358788499454002	0.137911138984338	0.195325102780015	0.315261437457542	0.167987702923854	0.209915415381051	0.149633170243054	0.134115588359928	0.173290747423283	0.121993182935542	0.0643259150603926	0.0660373126919248	0.148083529651309	0.0648402227286601	0.121117861904078	0.0771610750834443	0.177641916860793	0.0656387723657806	0	0.135908582158459	0.0483232744236717	0.461439805464656	0.155803630777513	0.225621620935114	0.0949830143908001	0.245897911854408	0
TraesCS7D02G425600	0.186339375347951	0.0775812772551222	0.334727857192135	0.117918589172693	0.231864626505585	0.101708785022669	0.168934529525288	0.15219910083663	0.608323770099844	0	0.192035540739578	0.203986577925917	0.219494237602416	0.438592328448251	0.365373136274107	0.546939705530944	0.70031397722786	0.271462700262174	0.127402835391508	0.134356752904422	0.137931328228925	0.231975194413046	0.270861962095471	0.316221748048203	0.0805826974174613	0	0.411296705756258	0.148262544892008	0.236558829277318	0.100932232913877	0.206529360894459	0.406781425152149	0.549795310381252	0.0991949308660483	0.385202973230751	0
TraesCS7D02G426000	0.309728626400981	0.483576184457656	0.540921336128939	0.299446453858579	0.435868543983951	0.446124713580056	0.643497087552452	0.263522416835594	0.481495467402303	0.475761121076894	0.498744764612741	0.42382670374454	0.152015752147082	0.486011430082424	1.062799577216	0.378795596748163	0.291011072956484	0.376015398044127	0.375001921471243	0.604836965049207	0.620928715138988	0.294542827545239	0.351734332633377	0.65701980243171	0.669712671736469	0.449699593983544	0.474754893827081	0.650323227829878	0.294901605410584	0.489320477335531	0.524467644765935	0.394416085684974	0.217584749239838	0.206099151250987	0.0889270417674668	0
TraesCS7D02G441600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101496528258118	0	0	0	0	0
TraesCS1B02G268800	1.04390080135851	0.920808929827175	0.794574183023222	0.914386252882991	0.802008962818612	1.15889021645593	1.8446707058583	1.33676911658553	0.866420321323731	1.48242724085184	0.957289951205567	0.895810014876595	0.833653731645695	1.33264229722278	0.93670526493989	0.667707886635598	0.764703747851603	0.429597255695957	1.1492255763887	1.08437877693214	0.720324508967814	0.862701877682889	0.803712320396067	1.08092813210376	1.26249111120418	0.836729681866757	0.911243829294566	1.38431458850476	0.83108122320113	1.65318541321559	1.20930224420622	1.50635836880188	0.671194029368305	0.89477876413864	0.853432151218004	0.409646439397534
TraesCS1D02G257600	1.25701797597032	1.63073408041457	1.3635415549558	1.46026736248954	1.34391659367142	2.23732330690211	2.1470865000051	1.89718653564439	1.44435327472753	1.95374794777518	2.135604268864	2.06908084433482	1.50213486207006	2.4441263266811	2.00037953308044	1.52777419562472	1.50627142547306	0.840427544349235	1.85277989823118	1.44490717235412	1.24736172409635	1.7576443894313	1.68816919640458	1.70036511724216	2.04834408033945	2.31252762108496	1.74246912281609	1.78772075437875	1.34138954818698	2.02288644643362	1.54801849358775	2.22708556411546	2.18844488415099	1.60015180448151	1.25532488511385	0.927933905301956
TraesCS2B02G530500	144.790718359537	216.563074763883	218.501293243096	180.395770065404	189.926218680499	160.101825115549	209.956120786426	198.277296077447	214.64263517074	191.346305911271	181.013804593064	230.539125810709	208.268199038706	182.624028475161	178.360061076841	252.005211406771	222.202224693451	244.534026615879	157.172489790351	158.125657423121	190.316915786734	187.979880329784	170.543047179227	162.476684197612	191.194623178858	228.9798803473	196.233690137132	211.501780921047	187.214724722479	210.652638788082	183.6846236958	190.522830747455	210.504622748295	192.149372457299	173.803493984628	152.103233575087
